dg_id,player_name,ppi,teetime,first_tee_time_in_group,sg_total,score,event_name,wave_average,course_factor_star,category,ppi_sg_diff
13412,"Olesen, Thorbjorn",0.9133440038429053,2025-06-29T10:55:00.000000,2024-07-20T12:45:00.000000,0.8889199999999999,71,Rocket Classic,70.19354838709677,0.9565217043034202,Proper Player,0.02442400384290533
13470,"Kizzire, Patton",-0.9778401583335042,2025-06-27T12:43:00.000000,2024-10-10T13:14:00.000000,-0.6516799999999999,72,Rocket Classic,70.37179487179488,0.9565217043034202,Mule,-0.3261601583335043
13497,"Lee, K.H.",-0.5100839447147613,2025-03-27T08:53:00.000000,2024-08-10T07:50:00.000000,-0.45582,75,Texas Children's Houston Open,70.15789473684211,1.7047908137838608,Mule,-0.05426394471476126
13508,"Vegas, Jhonattan",-0.023109543993014164,2025-06-22T12:12:00.000000,2025-01-03T10:03:00.000000,0.021959999999999927,66,Travelers Championship,69.21875,1.4004847736410446,Imposter,-0.04506954399301409
13562,"Matsuyama, Hideki",0.5942544734555187,2025-06-29T11:35:00.000000,2025-01-30T10:19:00.000000,0.6474400000000001,67,Rocket Classic,70.19354838709677,0.9565217043034202,Imposter,-0.05318552654448139
13831,"Knox, Russell",-0.5230276181855067,2025-04-20T08:00:00.000000,2023-10-07T11:45:00.000000,-0.7214400000000001,76,Corales Puntacana Championship,73.28,2.087664804999029,Gamer,0.1984123818144934
13872,"Bradley, Keegan",1.1610615211902116,2025-06-29T08:15:00.000000,2025-01-30T09:14:00.000000,1.03296,67,Rocket Classic,70.19354838709677,0.9565217043034202,Proper Player,0.12810152119021145
13900,"Lowry, Shane",0.7493464007341802,2025-06-22T11:50:00.000000,2025-02-01T09:51:00.000000,0.9455800000000001,69,Travelers Championship,69.62857142857143,1.4004847736410446,Imposter,-0.19623359926581985
13965,"Hadwin, Adam",-0.96852973562988,2025-06-29T08:45:00.000000,2025-01-17T08:30:00.000000,-0.7984399999999999,74,Rocket Classic,70.19354838709677,0.9565217043034202,Mule,-0.17008973562988006
13997,"Svensson, Adam",-0.27870625588076603,2025-06-27T07:51:00.000000,2025-01-10T08:10:00.000000,-0.20068000000000003,70,Rocket Classic,68.87179487179488,0.9565217043034202,Mule,-0.078026255880766
14007,"Martin, Ben",0.259542634097046,2025-06-27T13:38:00.000000,2024-04-07T11:00:00.000000,-0.031160000000000094,74,Rocket Classic,70.37179487179488,0.9565217043034202,Gamer,0.29070263409704605
14050,"Sloan, Roger",-0.6857667420891461,2025-06-06T12:00:00.000000,2024-05-10T11:41:00.000000,-0.4039600000000001,71,RBC Canadian Open,69.1948051948052,1.6077662621636581,Mule,-0.281806742089146
14139,"Thomas, Justin",0.8055786997914881,2025-06-22T11:50:00.000000,2025-01-18T08:52:00.000000,1.3163200000000002,67,Travelers Championship,69.62857142857143,1.4004847736410446,Imposter,-0.510741300208512
14140,"Higgs, Harry",-0.7424803699614431,2025-06-29T09:20:00.000000,2025-01-09T12:00:00.000000,-0.43352,65,Rocket Classic,70.19354838709677,0.9565217043034202,Mule,-0.30896036996144305
14181,"Detry, Thomas",-0.01613889809526809,2025-06-22T12:56:00.000000,2025-02-01T08:12:00.000000,0.17157999999999995,67,Travelers Championship,69.21875,1.4004847736410446,Imposter,-0.18771889809526804
14459,"An, Byeong Hun",0.1673193486964133,2025-06-29T06:49:00.000000,2025-02-27T12:51:00.000000,0.18465999999999988,67,Rocket Classic,70.19354838709677,0.9565217043034202,Imposter,-0.017340651303586585
14502,"Cauley, Bud",0.9094402997323423,2025-06-22T10:55:00.000000,2024-11-23T09:54:00.000000,0.8774600000000001,67,Travelers Championship,69.62857142857143,1.4004847736410446,Proper Player,0.03198029973234218
14509,"Dahmen, Joel",0.45181992201435023,2025-06-27T06:45:00.000000,2024-11-15T12:47:00.000000,0.29174,71,Rocket Classic,68.87179487179488,0.9565217043034202,Proper Player,0.16007992201435023
14577,"English, Harris",0.5805582062697849,2025-06-22T12:34:00.000000,2025-01-30T08:48:00.000000,0.59982,65,Travelers Championship,69.21875,1.4004847736410446,Imposter,-0.019261793730215082
14578,"Henley, Russell",1.366550078331522,2025-06-22T12:56:00.000000,2025-01-04T08:12:00.000000,1.3343200000000002,69,Travelers Championship,69.21875,1.4004847736410446,Proper Player,0.032230078331521916
14609,"Kim, Si Woo",0.7659837327006767,2025-06-29T07:07:00.000000,2025-02-09T08:52:00.000000,0.6824999999999999,73,Rocket Classic,70.19354838709677,0.9565217043034202,Proper Player,0.08348373270067677
14636,"Spieth, Jordan",1.13287573132645,2025-06-15T11:31:00.000000,2025-02-08T11:01:00.000000,1.11714,72,U.S. Open,73.0952380952381,3.353853982792206,Proper Player,0.015735731326449898
14698,"Bramlett, Joseph",0.09351419094187435,2025-06-27T07:18:00.000000,2024-10-10T09:13:00.000000,0.52518,67,Rocket Classic,68.87179487179488,0.9565217043034202,Imposter,-0.4316658090581256
14704,"Putnam, Andrew",0.5287794968615958,2025-06-29T13:35:00.000000,2025-01-12T08:20:00.000000,0.8112200000000002,70,Rocket Classic,68.79166666666667,0.9565217043034202,Imposter,-0.2824405031384044
14796,"Hatton, Tyrrell",1.030437595174025,2025-06-15T13:53:00.000000,2023-07-20T15:10:00.000000,0.8832800000000001,72,U.S. Open,73.41666666666667,3.353853982792206,Proper Player,0.14715759517402494
14852,"Streb, Robert",-0.4449946271165099,2025-04-18T06:57:00.000000,2023-07-27T13:05:00.000000,-0.4952,72,Corales Puntacana Championship,71.27272727272727,2.087664804999029,Gamer,0.050205372883490085
14926,"Malnati, Peter",-1.2932229800236383,2025-06-29T12:00:00.000000,2024-11-15T12:03:00.000000,-1.3830800000000003,73,Rocket Classic,68.79166666666667,0.9565217043034202,Gamer,0.08985701997636197
14967,"Hadley, Chesson",-0.5601806862378155,2025-05-11T11:23:00.000000,2024-06-02T09:55:00.000000,-0.33048,70,ONEflight Myrtle Beach Classic,69.43478260869566,0.0,Mule,-0.22970068623781548
15004,"Kim, Chan",0.3840453157306172,2025-06-29T12:00:00.000000,2025-01-12T08:50:00.000000,0.3646400000000001,68,Rocket Classic,68.79166666666667,0.9565217043034202,Proper Player,0.0194053157306171
15330,"Griffin, Lanto",0.2503400199264528,2025-06-29T08:15:00.000000,2024-12-13T09:30:00.000000,0.07737999999999996,69,Rocket Classic,70.19354838709677,0.9565217043034202,Proper Player,0.17296001992645282
